product_name,brand,category,rating,price
Cherokee by Unlimited Men's Casual Shirt,Unknown,"{'ClothingAccessories': '#1,79,707', 'MensCasualShirts': '#7974'}",4.7,499.0
Macho Men's Long Cotton Fine Trunk Pack of 5 (Multi Color),Macho,"{'ClothingAccessories': '#11,684', 'MensUnderwearTrunks': '#107'}",3.9,532.0
HK Enterprise Women's Western High Low Knee Long one Piece Dress for Girls,HK Enterprise,"{'ClothingAccessories': '#7,88,179', 'WomensDresses': '#18103'}",1.0,999.0
Peanuts By Kidsville Girls Plain Regular Fit T-Shirt,Peanuts By Kidsville,"{'ClothingAccessories': '#3,37,845', 'GirlsT_Shirts': '#3447'}",4.4,263.0
TOMMY HILFIGER Men's Solid Regular fit Casual Shirt,Unknown,"{'ClothingAccessories': '#1,29,327', 'MensCasualShirts': '#5589'}",5.0,2749.0
ZIYAA Women's Synthetic Straight Kurta,ZIYAA,"{'ClothingAccessories': '#1,59,223', 'WomensKurtasKurtis': '#11792'}",3.3,630.0
The Cotton Company Luxury Handkerchief - White with Self Satin Stripe (Pack of 10),The Cotton Company,"{'ClothingAccessories': '#4,624', 'MensAccessories': '#313'}",3.8,609.0
"Michelangelo Half Net Fabric Cap For Boys/Girls/Mens/Women (Free Size, Black)",Michelangelo,"{'ClothingAccessories': '#3,572', 'MensCapsHats': '#50'}",3.4,157.0
Max Boy's Regular fit T-Shirt,Max,"{'ClothingAccessories': '#83,087', 'BoysT_Shirts': '#1381'}",5.0,135.0
Sidhidata Textile Women's Plain Solid Pure Georgette saree With Unstitched Blouse Piece (plain maroon_maroon_Free Size),Sidhidata Textile,"{'ClothingAccessories': '#3,28,913', 'WomensSarees': '#18306'}",4.6,399.0
Youth POI Mens Round Neck Printed White Color T-Shirt(Forever Cycle Print),Youth POI,"{'ClothingAccessories': '#10,62,271', 'MensT_Shirts': '#86432'}",5.0,299.0
Allen Solly Men's Striped Regular fit T-Shirt,Unknown,"{'ClothingAccessories': '#6,54,947', 'MensT_Shirts': '#53161'}",5.0,750.0
Tommy Hilfiger Men's Plain Regular Fit Casual Shirt,Unknown,"{'ClothingAccessories': '#2,76,612', 'MensCasualShirts': '#13679'}",5.0,2749.0
ZEMYRA Women's Cotton Palazzo Bottom,Unknown,"{'ClothingAccessories': '#17,547', 'WomensChuridarSalwarBottoms': '#304'}",3.9,579.0
Indigo Women's Straight Kurti,Unknown,"{'ClothingAccessories': '#27,401', 'WomensKurtasKurtis': '#2471'}",3.5,569.0
LUX VENUS Men's Cotton Vest (Pack of 6),LUX VENUS,"{'ClothingAccessories': '#10', 'MensUnderwearVests': '#2'}",4.0,256.0
Psfashion Women Long Slit Kurta,psfashion,"{'ClothingAccessories': '#24,95,968', 'WomensDresses': '#64721', 'WomensKurtasKurtis': '#169558'}",5.0,0.0
Raymond Solid Cotton Purple Regular Fit Mandarin Collar Full Sleeve Shirt,Unknown,"{'ClothingAccessories': '#4,44,716', 'MensFormalShirts': '#17151'}",1.0,1049.0
Puma Men's Printed Regular Fit T-Shirt,Unknown,"{'ClothingAccessories': '#4,33,392', 'MensSportsT_ShirtsJerseys': '#3275'}",4.0,1496.0
Forever 21 Synthetic Body con Dress,Unknown,"{'ClothingAccessories': '#4,02,532', 'WomensDresses': '#8502'}",5.0,1107.0
Redwolf Assistant Manager Graphic Printed Half Sleeve Cotton T-Shirt,Unknown,"{'ClothingAccessories': '#20,153', 'MensT_Shirts': '#1176', 'Fashion': '#317'}",5.0,499.0
Shree-The Indian Avatar Women's Straight Kurta,Shree-The Indian Avatar,"{'ClothingAccessories': '#6,08,782', 'WomensKurtasKurtis': '#40424'}",4.5,799.0
Jack & Jones Men's Cotton Vest,Unknown,"{'ClothingAccessories': '#4,33,193', 'MensUnderwearVests': '#1990'}",3.8,349.0
YOUNG TRENDZ Men's Cotton T-Shirt,YOUNG TRENDZ,"{'ClothingAccessories': '#2,92,632', 'MensT_Shirts': '#23124'}",3.4,349.0
Adonia Women's Poly-Knit Lycra Printed Harem Pants ( Combo of 2 ),Adonia,"{'ClothingAccessories': '#59,779', 'WomensChuridarSalwarBottoms': '#950'}",3.2,599.0
Ghantababajika Men`s Printed Om Trishul T-Shirt | Quote T-Shirts,Ghantababajika,"{'ClothingAccessories': '#5,937', 'MensT_Shirts': '#314'}",3.0,200.0
Harpa Women's Sweatshirt,Harpa,"{'ClothingAccessories': '#10,318', 'WomensSweatshirtsHoodies': '#99'}",4.0,599.0
Peter England Men's Solid Slim fit T-Shirt,Unknown,"{'ClothingAccessories': '#46,086', 'MensT_Shirts': '#3110'}",3.0,343.0
RIMSHA CREATIONS Beanie Cap Black for Mens,RIMSHA CREATIONS,"{'ClothingAccessories': '#15,820', 'MensCapsHats': '#200'}",4.3,259.0
US Polo Association Boy's Regular fit Shirt,Unknown,"{'ClothingAccessories': '#23,992', 'BoysShirts': '#104'}",4.5,339.0
People Men's Regular fit T-Shirt,Unknown,"{'ClothingAccessories': '#1,38,131', 'MensT_Shirts': '#10488'}",5.0,156.0
Cherokee Boy's Plain Regular fit Shirt,Unknown,"{'ClothingAccessories': '#1,85,827', 'BoysShirts': '#1189'}",4.0,247.0
Rain and Rainbow Women's A-Line Kurta,Unknown,"{'ClothingAccessories': '#5,82,687', 'WomensKurtasKurtis': '#38775'}",4.0,749.0
Winza Designer Cotton Saree with Blouse Piece,Winza Designer,"{'ClothingAccessories': '#6,21,213', 'WomensSarees': '#36663'}",1.0,418.0
BAWRI Womens Cotton Flex Printed Anarkali Kurta (Teal Green),Bawri,"{'ClothingAccessories': '#94,598', 'WomensKurtasKurtis': '#7290'}",5.0,664.0
Puma Men's T-Shirt,Unknown,"{'ClothingAccessories': '#7,18,815', 'MensT_Shirts': '#58341', 'MensSportsT_ShirtsJerseys': '#5500'}",3.3,720.0
Adidas Women's Cotton Sweatshirt,Unknown,"{'ClothingAccessories': '#2,85,330', 'WomensSweatshirtsHoodies': '#1863'}",5.0,1685.0
Arrow Sports Men's Casual Shirt,Arrow Sports,"{'ClothingAccessories': '#3,36,873', 'MensCasualShirts': '#17450'}",3.2,809.0
Varanga Rayon Empire Dress,Varanga,"{'ClothingAccessories': '#21,569', 'WomensDresses': '#472'}",3.0,550.0
Parx Solid Linen Light Stone Slim Fit Trousers,Unknown,"{'ClothingAccessories': '#5,06,980', 'MensFormalTrousers': '#4830'}",5.0,1499.0
Aurelia Women's Straight Fit Kurta,Unknown,"{'ClothingAccessories': '#79,947', 'WomensKurtasKurtis': '#6277'}",3.9,748.0
Being Human Women's Plain Loose fit Top,Unknown,"{'ClothingAccessories': '#1,04,008', 'WomensTops': '#3351'}",4.2,297.0
United Colors of Benetton Cotton a-line Dress,Unknown,"{'ClothingAccessories': '#11,482', 'GirlsDressesJumpsuits': '#144'}",5.0,398.0
Dragaon-Wed Me Red Short Cotton Designer Short Tunic Top for Women,Dragaon,"{'ClothingAccessories': '#9,44,135', 'WomensKurtasKurtis': '#61302'}",4.7,595.0
Game Of Thrones by free authority Men's Printed Regular Fit T-Shirt,Game Of Thrones By Free Authority,"{'ClothingAccessories': '#2,88,041', 'MensT_Shirts': '#22826'}",4.2,520.0
Elk Kids Girls Cycling School Spandex Shorts Black 3 Pack,Elk,"{'ClothingAccessories': '#1,90,167', 'WomensSportsShorts': '#153', 'GirlsShorts': '#437'}",4.4,299.0
Flying Machine Boys' Shirt,Unknown,"{'ClothingAccessories': '#5,54,097', 'BoysShirts': '#4334'}",4.0,524.0
Zink London Black Polyester Solid Lace Insert Dress for Women,Unknown,"{'ClothingAccessories': '#4,69,680', 'WomensDresses': '#9921', 'Fashion': '#5160'}",5.0,1099.0
Graphic Printed T-Shirt for Men & Women | Pursuit of Happiness | Serotonin T shirt | Funny Quote T-Shirt | Geek T Shirt | Chemistry | Biology T Shirt|Half Sleeve Round Neck Cotton T Shirt|Gift|Gifting,GeekDawn,"{'ClothingAccessories': '#1,89,295', 'MensT_Shirts': '#14467'}",3.9,549.0
Cute Collection-Hand Made Woolen Sweater with Cap & Booties for (0-6 Month),Generic,"{'BabyProducts': 'Amazon Bestsellers Rank #15,833'}",5.0,0.0
Van Heusen Men's Plain Slim fit Formal Shirt,Unknown,"{'ClothingAccessories': '#3,26,341', 'MensFormalShirts': '#11732'}",5.0,1249.0
Arrow Men's Printed Regular Fit Cotton Formal Shirt,Unknown,"{'ClothingAccessories': '#2,59,049', 'MensFormalShirts': '#8647'}",3.3,905.0
STYLENSE Men's Half Sleeve V-Neck Cotton T-Shirt - Multicolor,STYLENSE,"{'ClothingAccessories': '#332', 'MensT_Shirts': '#22'}",3.8,349.0
Jaipur Kurti Women's Cotton Straight Kurta,Unknown,"{'ClothingAccessories': '#62,977', 'WomensKurtasKurtis': '#5161'}",4.0,569.0
HISDERN Mens Paisley Jacquard Wedding Party Self Bow Tie Pocket Square Set One Size Yellow/Gray,HISDERN,"{'ClothingAccessories': '#19,32,340', 'MensBowTies': '#2478'}",4.4,0.0
Hypernation Men's Poly Cotton Casual T-Shirt (Dark Grey),HYPERNATION,"{'ClothingAccessories': '#2,16,089', 'MensT_Shirts': '#16633'}",3.6,549.0
ARUNA KULLU HANDLOOM Pure Yak Wool Pashmina Kinnauri Triple Border Handcrafted Shawl,ARUNA KULLU HANDLOOM,"{'ClothingAccessories': '#2,24,579', 'WomensChunnisDupattas': '#2530'}",3.0,2100.0
Varanga blue floral printed straight kurta.,Varanga,"{'ClothingAccessories': '#1,25,589', 'WomensKurtasKurtis': '#9480'}",4.0,400.0
Madhuram Textiles Women's Rayon A-Line Kurti,Madhuram Textiles,"{'ClothingAccessories': '#1,243', 'WomensKurtasKurtis': '#108'}",4.4,999.0
Rangriti Women's Rayon A-Line Kurta,Unknown,"{'ClothingAccessories': '#63,274', 'WomensKurtasKurtis': '#5144'}",3.7,449.0
J.D. Creation Synthetic Lehenga Choli,J.D. Creation,"{'ClothingAccessories': '#24,715', 'BoysDhotisMundusLungis': '#13'}",3.5,300.0
Fioleen Women's Seamless Stretch Long Bandeau Tube Top,Fioleen,"{'ClothingAccessories': '#1,41,515', 'WomensShapingTops': '#15'}",2.9,429.0
vividartsy Women Rust Red & White Regular Fit Checked Casual Shirt,Vividartsy,"{'ClothingAccessories': '#13,87,492', 'WomensBlousesShirts': '#24121'}",4.0,450.0
Vastramay Mens Cotton Silk Dhoti (White_VASMDTWH),VASTRAMAY,"{'ClothingAccessories': '#49,528', 'MensDhoties': '#118'}",2.9,999.0
Florence Jacquard silk Jacquard Saree With Blouse (64-FL-Vivah_Pink1),Florence,"{'ClothingAccessories': '#27,24,204', 'WomensSarees': '#330817'}",4.0,1209.0
Peter England Men's Solid Slim Fit Formal Shirt,Unknown,"{'ClothingAccessories': '#4,47,079', 'MensFormalShirts': '#17248'}",5.0,749.0
Si Rosa by Hopscotch Girls Polycotton Lovely Bow Applique Knee Length Dress in Pink Color for Ages 3-6 Months,Unknown,"{'ClothingAccessories': '#3,84,493', 'GirlsDressesJumpsuits': '#5104'}",3.2,1658.0
Allen Solly Men's Regular fit T-Shirt,Unknown,"{'ClothingAccessories': '#1,34,838', 'MensT_Shirts': '#10099'}",3.0,399.0
SUPERYOUNG Boy's Plain Regular fit T-Shirt,SUPERYOUNG,"{'ClothingAccessories': '#2,32,857', 'BoysT_Shirts': '#4350'}",5.0,299.0
"Grab Offers Baby Girl's Warm Woollen Cap with Ponytail (Multicolour, Age 1-3 Years)",Grab Offers,"{'ClothingAccessories': '#2,15,516'}",4.0,359.0
Goodway Girl's Full Sleeve Colour T-Shirts Did You Know Theme-5Pack of 3 ( JG3PCKFSLVCOL-DYK-5_Multicolor),Goodway,"{'ClothingAccessories': '#2,66,813', 'GirlsT_Shirts': '#2588'}",4.2,699.0
Thread Craft Full Sleeve Striped Men's Sweatshirt,Thread Craft,"{'ClothingAccessories': '#5,44,237', 'MensSweatshirtsHoodies': '#7770'}",3.1,1499.0
Adidas Boys' Plain Regular Fit T-Shirt,Unknown,"{'ClothingAccessories': '#2,87,696', 'BoysT_Shirts': '#5433'}",4.3,520.0
Akhilam Women's Cotton Linen A line kurti for Regular Wear (Teal Blue_X-Large),AKHILAM,"{'ClothingAccessories': '#7,30,937', 'WomensKurtasKurtis': '#48016'}",4.0,719.0
Shagun Trendz Women's Cotton Silk Jacquard Work Saree With Blouse,Shagun Trendz,"{'ClothingAccessories': '#16,05,975', 'WomensSarees': '#134578'}",4.0,650.0
Max Rayon Jumpsuit,Max,"{'ClothingAccessories': '#1,46,213', 'GirlsDressesJumpsuits': '#1930'}",2.0,439.0
Panash Trends Women's Heavy Embroidery Work Net Saree,PANASH TRENDS,"{'ClothingAccessories': '#39,166', 'WomensSarees': '#2198'}",4.2,2699.0
"Viva N Diva Salwar Suit Dupatta For Women's Embroidered Cotton Jacquard Un-Stitched Salwar Suit Material,Free Size",Viva N Diva,"{'ClothingAccessories': '#3,59,117', 'WomensEthnicUnstitchedFabric': '#6017'}",4.0,939.0
Cotton Kingdom Soft Cotton Women's Maternity Patiala Salwar With Pockets In White (Size XS-10XL),Cotton Kingdom,"{'ClothingAccessories': '#2,19,771', 'WomensChuridarSalwarBottoms': '#3009'}",4.1,599.0
DIVISIVE Men's Casual Shirt,DIVISIVE,"{'ClothingAccessories': '#2,03,659', 'MensCasualShirts': '#9307'}",5.0,299.0
Cherokee by Unlimited Girls' Plain Regular Fit T-Shirt,Unknown,"{'ClothingAccessories': '#2,57,024', 'GirlsT_Shirts': '#2500'}",3.1,179.0
Superman Men's T-Shirt,Superman,"{'ClothingAccessories': '#1,69,629', 'MensT_Shirts': '#12848'}",4.1,349.0
Poppers By Pantaloons Girl's T-Shirt,Unknown,"{'ClothingAccessories': '#1,92,404', 'GirlsT_Shirts': '#1792'}",3.8,249.0
MansiCollections Checkered Buttondown Shirt for Women,MansiCollections,"{'ClothingAccessories': '#2,65,032', 'WomensBlousesShirts': '#3800'}",4.1,399.0
Peter England Men's Printed Slim fit T-Shirt,Unknown,"{'ClothingAccessories': '#3,88,558', 'MensT_Shirts': '#31250'}",3.0,749.0
one8 by Virat Kohli Men's Vest,one8 by Virat Kohli,"{'ClothingAccessories': '#1,37,409', 'MensUnderwearVests': '#777'}",5.0,236.0
"MENSOME Men's Cotton Necktie,Pocket Square, Lapel pin Cufflinks Gift Set Black Free Size",Mensome,"{'ClothingAccessories': '#6,92,733', 'MensNeckties': '#3865'}",3.0,745.0
W for Woman Women's Straight Kurta,Unknown,"{'ClothingAccessories': '#1,79,290', 'WomensKurtasKurtis': '#13250'}",3.1,524.0
Rock Paper Scissors Graphic Printed T-Shirt for Men | Desi Ghee & Deadlifts T-Shirt | Round Neck T Shirt | Half Sleeves T-Shirt | Gym Tshirt | 100% Cotton T-Shirt | Short Sleeve T Shirt,Rock Paper Scissors,"{'ClothingAccessories': '#4,58,365', 'MensT_Shirts': '#37056'}",5.0,367.0
18 FIRE Women's Cotton & Net Red Kurti for Women Stitched Embroidery 3/4th Sleeves Round Neck Asymmetrical Traditional Kurti Ethnic Wear,18 FIRE (LABLE),"{'ClothingAccessories': '#11,86,980', 'WomensKurtasKurtis': '#75900'}",5.0,999.0
Enamor Women's Tummy Slimmer,Unknown,"{'ClothingAccessories': '#84,118', 'WomensShapingTops': '#9'}",4.1,768.0
DAMEN MODE Women's Checkered Slim Fit Shirt,DAMEN MODE,"{'ClothingAccessories': '#7,40,099', 'WomensBlousesShirts': '#12567'}",4.0,499.0
eraa Spenca Men's Cotton Printed Front Open Mini TrunkPack of 3,eraa,"{'ClothingAccessories': '#2,64,448', 'MensUnderwearTrunks': '#1270'}",4.0,499.0
Lakshya Fabrics Women's Ethnic Viscos Georgette Bandhani Saree with Blouse (Red_free size),Lakshya Fabrics,"{'ClothingAccessories': '#3,98,280', 'WomensSarees': '#22416'}",5.0,2160.0
Rain And Rainbow Women's Shirt Kurta,Unknown,"{'ClothingAccessories': '#6,73,142', 'WomensKurtasKurtis': '#44381'}",3.4,581.0
Soft Pre-tied Navy Blue Head-scarf Snood with Black & White Stripe Wrap - 093,ShariRose,"{'ClothingAccessories': '#24,37,964', 'MensNeckties': '#20355'}",4.3,0.0
Morph Maternity - Dark Blue Maternity Denim Capri/Maternity Wear/Pregnancy Wear/Maternity Pants/Pregnancy Pants/Maternity Bottoms/Pregnancy Jeans/Maternity Jeans,Morph Maternity,"{'ClothingAccessories': '#7,28,146', 'MaternityTrousers': '#258'}",3.6,1494.0
Peter England Men's Solid Slim fit T-Shirt,Unknown,"{'ClothingAccessories': '#2,12,271', 'MensT_Shirts': '#16372'}",2.1,399.0
Rangoli Jaipur Anarkali Rayon Indo-Western Ankle Length Designer Blue Kurta,RangoliJaipur,"{'ClothingAccessories': '#2,22,336', 'WomensKurtasKurtis': '#16272'}",4.2,999.0
"YOLKI Women's Rayon Palazzo Parallel Pant, Ankle Length : 39"", Flared bottom (Beige ; XL-5xl)",YOLKI,"{'ClothingAccessories': '#7,16,647', 'WomensChuridarSalwarBottoms': '#9152'}",5.0,395.0
"SKDC Kids Festive Dhoti Sherwani Set For Boys(Red And White,Cotton Silk,)",SKDC,"{'ClothingAccessories': '#5,83,390', 'BoysKurtaSets': '#1124'}",5.0,0.0
W for Woman Women's Cotton Straight Kurta,Unknown,"{'ClothingAccessories': '#93,347', 'WomensKurtasKurtis': '#7300'}",3.9,999.0
Cherokee Rayon Dress,Unknown,"{'ClothingAccessories': '#70,133', 'GirlsDressesJumpsuits': '#1012'}",3.5,305.0
Sarvadarshi Fashion Presents Womens Letest Embroidered Half & Half Satin Silk & Silk Fabric With Blouse Piece Saree,SARVADARSHI FASHION,"{'ClothingAccessories': '#45,039', 'WomensSarees': '#2468'}",4.3,1999.0
Parx Regular Fit Round Neck Half Sleeve Multicolor Cotton Solid T-Shirt for Men,Unknown,"{'ClothingAccessories': '#5,71,747', 'MensT_Shirts': '#46544'}",5.0,717.15
Si rosa by Hopscotch Girls Polycotton Beautiful Floral Design Dress in Fuchsia Color,Si rosa,"{'ClothingAccessories': '#8,95,666', 'GirlsDressesJumpsuits': '#12660'}",4.0,869.0
SUPERYOUNG Girl's Slim fit Jumpsuit,SUPERYOUNG,"{'ClothingAccessories': '#6,43,239', 'GirlsDressesJumpsuits': '#8830'}",5.0,449.0
Levi's Women's Pullover,Unknown,"{'ClothingAccessories': '#1,69,006', 'WomensPulloverSweaters': '#654'}",4.7,897.0
Pegaso Women Sweatshirt Hoddies for Winter Self Print,Pegaso,"{'ClothingAccessories': '#2,86,286', 'WomensSweatshirtsHoodies': '#1871'}",4.0,549.0
SKULT by Shahid Kapoor Men's Jacket,SKULT by Shahid Kapoor,"{'ClothingAccessories': '#84,003', 'MensJackets': '#969'}",5.0,619.0
Aarika net Dress,Aarika,"{'ClothingAccessories': '#5,92,575', 'GirlsDressesJumpsuits': '#8112'}",5.0,888.0
Kalapy Fashion Women's Printed Silk Georgette Orange Color Saree With Blouse Piece,Kalapy Fashion,"{'ClothingAccessories': '#13,19,821', 'WomensSarees': '#98474'}",2.0,650.0
Aurelia Women's Straight Kurta,Unknown,"{'ClothingAccessories': '#5,634', 'WomensKurtasKurtis': '#510'}",3.5,316.0
Naisargee Girl's and Women's Touchwood Rayon Long Length Anarkali Kurti (Size Options are Available),Unknown,"{'ClothingAccessories': '#80,381', 'WomensKurtasKurtis': '#6315'}",3.8,749.0
Jockey Men's Cotton Brief (Pack of 2) (US17_Graphite_X-Large)(Color May Vary),Unknown,"{'ClothingAccessories': '#4,21,890', 'MensUnderwearBriefs': '#3024'}",4.0,324.0
Kanchan Women's Georgette Saree With Blouse Piece (KSH FULL FLORAL _Multi Color_ Free Size),Kanchan,"{'ClothingAccessories': '#2,79,479', 'WomensSarees': '#15470'}",4.0,249.0
"BKRKJ Check Men's Cotton Feel Poly Viscose Unstitched Trouser Suit Length Fabric,Coat,Pant,Blazer, Free Size",BKRKJ,"{'ClothingAccessories': '#6,28,520', 'MensTrousersUnstitchedFabric': '#633'}",2.5,799.0
0Month+ Boys & Girls Ankle Length Lycra White Solid School Socks,0Month+,"{'ClothingAccessories': '#34,804', 'GirlsSocks': '#29'}",2.9,225.0
Pistaa women's Lime Green Solid Cotton Short Top Kurti,Pistaa's,"{'ClothingAccessories': '#2,31,812', 'WomensKurtasKurtis': '#16935'}",4.2,599.0
Amazon Brand - Jam & Honey Girl's Plain Regular fit Cotton T-Shirt (Pack of 2),Unknown,"{'ClothingAccessories': '#53,339', 'GirlsT_Shirts': '#440'}",4.5,319.0
W for Women's Straight Kurta,Unknown,"{'ClothingAccessories': '#1,29,853', 'WomensKurtasKurtis': '#9784'}",3.1,1119.0
Zacharias Women's Faux Leather Belt Black Free Size B-2,Zacharias,"{'ClothingAccessories': '#9,259', 'WomensClothing': '#5100'}",3.5,299.0
Anni Designer Women's Brown Color Georgette Printed Saree With Blouse Piece(ADMIRE-BROWN_Free Size),ANNI DESIGNER,"{'ClothingAccessories': '#2,18,445', 'WomensSarees': '#12174'}",4.5,307.0
Allen Solly Men's Jacket,Unknown,"{'ClothingAccessories': '#19,148', 'MensJackets': '#217'}",3.6,1249.0
The Souled Store Captain America: Mjolnir Unisex Cotton Graphic T-Shirt,The Souled Store,"{'ClothingAccessories': '#20,729', 'Fashion': '#329', 'MensPolos': '#333'}",4.8,524.0
Rockhard Men's Half Sleeves Matty T-Shirt (RHE7-05-$P),ROCKHARD,"{'ClothingAccessories': '#5,97,136', 'MensT_Shirts': '#48667'}",3.9,225.0
FOCIL Dhoti Kurta gujrati Dress for Kids,FOCIL,"{'ClothingAccessories': '#4,78,834', 'BoysDhotisMundusLungis': '#167'}",5.0,499.0
Proline Men's Regular fit T-Shirt,Unknown,"{'ClothingAccessories': '#43,899', 'MensT_Shirts': '#2967'}",4.2,575.0
United Colors of Benetton Girl's Plain Regular fit T-Shirt,Unknown,"{'ClothingAccessories': '#40,826', 'GirlsT_Shirts': '#327'}",5.0,218.0
Winza Designer Cotton with Blouse Piece Saree,Winza Designer,"{'ClothingAccessories': '#31,105', 'WomensSarees': '#1728'}",3.7,418.0
Raisin Women's Designer Grey Embroidered Khadi and Silk Short Length A-Line Kurti With Shirt Collar and 3/4 Sleeve,Raisin,"{'ClothingAccessories': '#8,74,094', 'WomensKurtasKurtis': '#57104'}",5.0,2999.0
"Madanam Women's Jaipuri Floral Print Cotton Maxi Long Dresses (Multicolour, Free Size)",Madanam,"{'ClothingAccessories': '#12,83,377', 'WomensEthnicUnstitchedFabric': '#38340'}",5.0,399.0
NEEVOV Men's Round Neck Cotton Red T-Shirt,NEEVOV,"{'ClothingAccessories': '#5,58,066', 'MensT_Shirts': '#45372'}",4.6,200.0
W for Women's Asymmetrical Hemline Kurta,Unknown,"{'ClothingAccessories': '#86,092', 'WomensKurtasKurtis': '#6779'}",4.2,697.0
Van Heusen Men's Solid Regular Fit Formal Shirt,Unknown,"{'ClothingAccessories': '#3,05,326', 'MensFormalShirts': '#10763'}",4.7,0.0
Drapes Women's Kurtis White & Black Polka Dots Printed 3/4 Sleev in Cotton Fabric,Drapes,"{'ClothingAccessories': '#2,50,080', 'WomensKurtasKurtis': '#18174'}",5.0,319.0
Arrow Sports Men's Solid Slim Fit Cotton Casual Shirt,Arrow Sports,"{'ClothingAccessories': '#2,34,597', 'MensCasualShirts': '#11163'}",4.1,879.0
CHEROKEE Boy's Plain Regular fit Shirt (277834198_Olive_13Y_HS 13-14 Years),Cherokee,"{'ClothingAccessories': '#3,68,062', 'BoysShirts': '#2784'}",4.0,424.0
Kobo Fitness Weight Training Hand Protector Gym Gloves (Multicolour),Kobo,{'SportsFitnessOutdoors': 'Amazon Bestsellers Rank #100'},3.6,306.0
ONN Men's Cotton Vest,ONN,"{'ClothingAccessories': '#69,041', 'MensUnderwearVests': '#440'}",3.4,200.0
MIZAGO Women's Casual Long Sleeves Shirt,MIZAGO,"{'ClothingAccessories': '#6,161', 'WomensBlousesShirts': '#60'}",3.2,479.0
Levi's Men's Regular fit Casual Shirt,Unknown,"{'ClothingAccessories': '#4,69,866', 'MensCasualShirts': '#25534'}",3.0,2750.0
"Terra by Cub McPaws Girl's T Shirt, 100% Organic Super Soft Cotton, Chemical Free",CuB McPAWS be curious,"{'ClothingAccessories': '#1,05,278', 'Fashion': '#1231', 'GirlsT_Shirts': '#942'}",5.0,299.0
"iSweven Men's Women's Unisex Cotton Snapback Baseball Summer Adjustable Sportswear Cap (5016, Free Size)",Unknown,"{'ClothingAccessories': '#3,25,475', 'MensCapsHats': '#3028'}",2.0,375.0
krioz Self Design Casual Baseball Sports Fashion Unisex Cap for Mens Boys,krioz,"{'ClothingAccessories': '#2,60,627', 'MensCapsHats': '#2454'}",4.1,349.0
US Polo Men's Striped Slim Fit Casual Shirt,Unknown,"{'ClothingAccessories': '#1,19,204', 'MensCasualShirts': '#5073'}",3.4,841.0
"Ekan Cowboy Hat, Fedora Hat, Classic Fedora Hat for Men and Boys, Light Brown, 25 Gram, Pack of 1",Ekan,"{'ClothingAccessories': '#1,56,889', 'MensCapsHats': '#1600'}",4.0,349.0
HK Textiles Women's Poly Cotton Printed Saree with Blouse Piece for Daily & Work Wear,HK Textiles,"{'ClothingAccessories': '#3,39,178', 'WomensSarees': '#18893'}",3.0,342.0
Peter England Men's Regular fit Formal Shirt,Unknown,"{'ClothingAccessories': '#2,66,587', 'MensFormalShirts': '#8981'}",5.0,799.0
Jaipur Kurti Women's Cotton Straight Kurta,Unknown,"{'ClothingAccessories': '#3,84,769', 'WomensKurtasKurtis': '#26917'}",1.0,734.0
Aaramkhor Tintin Round Neck Half Sleeve T-Shirt for Men | Running with Gun | Comics,Aaramkhor,"{'ClothingAccessories': '#5,59,672', 'MensT_Shirts': '#45513'}",5.0,549.0
Green Koton - Maxi Men's Vest Pack of 6 (Size 90) White,Green Koton,"{'ClothingAccessories': '#10,82,274', 'MensUnderwearVests': '#4398'}",5.0,0.0
Zoeyam's Women's Cotton Kurta,ZOEYAM'S,"{'ClothingAccessories': '#8,50,024', 'WomensKurtasKurtis': '#55688'}",2.9,575.0
nauti nati Girls' T-Shirt,nauti nati,"{'ClothingAccessories': '#5,43,753', 'GirlsT_Shirts': '#6050'}",5.0,367.0
Unshackled Women's Solid T-Shirt,Unshackled,"{'ClothingAccessories': '#2,33,578', 'WomensT_Shirts': '#3900'}",3.9,265.0
Embroidered Silk Saree,oflineselection,"{'ClothingAccessories': '#1,83,871', 'WomensSarees': '#10387'}",4.0,665.0
AJ DEZINES Boy's Regular Fit Kurta Pyjama,Unknown,"{'ClothingAccessories': '#3,41,572', 'BoysKurtaSets': '#730'}",3.7,1014.0
Peter England Men's Solid Slim fit Formal Shirt,Unknown,"{'ClothingAccessories': '#1,08,925', 'MensFormalShirts': '#2884'}",5.0,699.0
Ayan Fashions Women's Cotton Anarkali Kurta (Blue::White),Ayan Fashions,"{'ClothingAccessories': '#5,60,484', 'WomensKurtasKurtis': '#37482'}",4.2,637.0
EX10SIVE Ladies Tracksuit Set Blue and Pink,EX10SIVE,"{'SportsFitnessOutdoors': 'Amazon Bestsellers Rank #1,63,092'}",4.0,1559.0
Jevi Prints Women's Dress Material,Jevi Prints,"{'ClothingAccessories': '#3,62,032', 'WomensEthnicUnstitchedFabric': '#6031'}",4.5,759.0
Chromozome Men's T-Shirt,Unknown,"{'ClothingAccessories': '#2,954', 'MensSportsT_ShirtsJerseys': '#13'}",4.0,269.0
BISMAADH Sweat Wicking Beanie Skull Cap Adjustable Cycling Hat Wrap Rag Men Women,BISMAADH,"{'ClothingAccessories': '#14,384', 'MensCapsHats': '#182'}",4.2,199.0
"Raymond Men's Blended Unstitched Shirt and Trouser Piece (Multicolour, Free Size) Combo Pack of 10",Unknown,"{'ClothingAccessories': '#44,705', 'MensShirtsUnstitchedFabric': '#45'}",3.2,5299.0
